,test_condition,accuracy,agent,cotN,concept
5537,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,pet++dog
5538,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,pet++dog
5539,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,pet++dog
5540,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,pet++sheep
5541,test_unseen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,pet++sheep
5542,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,pet++sheep
5543,test_unseen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,pet++sheep
5544,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,pick++apple
5545,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,pick++apple
5546,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,pick++apple
5547,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,pick++apple
5548,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,pick++apple
5549,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,pick++apple
5550,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,pick++apple
5551,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,pick++apple
5552,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,pick++apple
5553,test_unseen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought0,pick++apple
5554,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,point_at_camera++remote
5555,test_unseen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought0,point_at_camera++remote
5556,test_unseen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought0,point_at_camera++remote
5557,test_unseen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought0,point_at_camera++remote
5558,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,point_at_camera++remote
5559,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,point_at_camera++remote
5560,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,point_at_camera++remote
5561,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,point_at_camera++remote
5562,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,point_at_camera++remote
5563,test_unseen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought0,point_at_camera++remote
5564,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,push++motorcycle
5565,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,push++motorcycle
5566,test_seen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought0,push++motorcycle
5567,test_seen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought0,push++motorcycle
5568,test_seen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought0,push++motorcycle
5569,test_seen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought0,push++motorcycle
5570,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,push++motorcycle
5571,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,push++motorcycle
5572,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,push++motorcycle
5573,test_seen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought0,push++motorcycle
5574,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,read++laptop
5575,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,read++laptop
5576,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,read++laptop
5577,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,read++laptop
5578,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,read++laptop
5579,test_seen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought0,read++laptop
5580,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,read++laptop
5581,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,read++laptop
5582,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,read++laptop
5583,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,read++laptop
5584,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,release++bird
5585,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,release++bird
5586,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,repair++bicycle
5587,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,repair++bicycle
5588,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,repair++bicycle
5589,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,repair++bicycle
5590,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,repair++bicycle
5591,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,repair++bicycle
5592,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,repair++bicycle
5593,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,repair++bicycle
5594,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,repair++bicycle
5595,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,repair++bicycle
5596,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,repair++laptop
5597,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,repair++laptop
5598,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,repair++laptop
5599,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,repair++laptop
5600,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++bicycle
5601,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++bicycle
5602,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++bicycle
5603,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,ride++bicycle
5604,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++bicycle
5605,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++bicycle
5606,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++bicycle
5607,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++bicycle
5608,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++bicycle
5609,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++bicycle
5610,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++boat
5611,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++boat
5612,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++elephant
5613,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++elephant
5614,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++elephant
5615,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++elephant
5616,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++elephant
5617,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++elephant
5618,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++elephant
5619,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++elephant
5620,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++elephant
5621,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++elephant
5622,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++motorcycle
5623,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,ride++motorcycle
5624,test_seen_obj_seen_act,,gpt-4-vision-preview,chain_of_thought0,ride++motorcycle
5625,test_seen_obj_seen_act,,gpt-4-vision-preview,chain_of_thought0,ride++motorcycle
5626,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++motorcycle
5627,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,ride++motorcycle
5628,test_seen_obj_seen_act,,gpt-4-vision-preview,chain_of_thought0,ride++motorcycle
5629,test_seen_obj_seen_act,,gpt-4-vision-preview,chain_of_thought0,ride++motorcycle
5630,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,ride++motorcycle
5631,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++motorcycle
5632,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++skateboard
5633,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++skateboard
5634,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++skateboard
5635,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,ride++skateboard
5636,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++skateboard
5637,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,ride++skateboard
5638,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++skateboard
5639,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++skateboard
5640,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++skateboard
5641,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,ride++skateboard
5642,test_seen_obj_seen_act,,gpt-4-vision-preview,chain_of_thought0,ride++skis
5643,test_seen_obj_seen_act,,gpt-4-vision-preview,chain_of_thought0,ride++skis
5644,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++skis
5645,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,ride++skis
5646,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++skis
5647,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++skis
5648,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++skis
5649,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,ride++skis
5650,test_seen_obj_seen_act,,gpt-4-vision-preview,chain_of_thought0,ride++skis
5651,test_seen_obj_seen_act,,gpt-4-vision-preview,chain_of_thought0,ride++skis
5652,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++snowboard
5653,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,ride++snowboard
5654,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++snowboard
5655,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,ride++snowboard
5656,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++snowboard
5657,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,ride++snowboard
5658,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++snowboard
5659,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,ride++snowboard
5660,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++snowboard
5661,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++snowboard
5662,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++surfboard
5663,test_unseen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,ride++surfboard
5664,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++surfboard
5665,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++surfboard
5666,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++surfboard
5667,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++surfboard
5668,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++surfboard
5669,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++surfboard
5670,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++surfboard
5671,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,ride++surfboard
5672,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,row++boat
5673,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,row++boat
5674,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,row++boat
5675,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,row++boat
5676,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,row++boat
5677,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,row++boat
5678,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,row++boat
5679,test_seen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought0,row++boat
5680,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,row++boat
5681,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,row++boat
5682,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sail++boat
5683,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sail++boat
5684,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,serve++sports_ball
5685,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,serve++sports_ball
5686,test_unseen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought0,shear++sheep
5687,test_unseen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought0,shear++sheep
5688,test_unseen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought0,shear++sheep
5689,test_unseen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought0,shear++sheep
5690,test_unseen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought0,shear++sheep
5691,test_unseen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought0,shear++sheep
5692,test_unseen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought0,shear++sheep
5693,test_unseen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought0,shear++sheep
5694,test_unseen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought0,shear++sheep
5695,test_unseen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought0,shear++sheep
5696,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sip++wine_glass
5697,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sip++wine_glass
5698,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,sit_at++dining_table
5699,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_at++dining_table
5700,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_at++dining_table
5701,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,sit_at++dining_table
5702,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_at++dining_table
5703,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,sit_at++dining_table
5704,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_at++dining_table
5705,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_at++dining_table
5706,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_at++dining_table
5707,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,sit_at++dining_table
5708,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_inside++bus
5709,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_inside++bus
5710,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++airplane
5711,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++airplane
5712,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++bed
5713,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,sit_on++bed
5714,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++bed
5715,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++bed
5716,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++bed
5717,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++bed
5718,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++bed
5719,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,sit_on++bed
5720,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++bed
5721,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,sit_on++bed
5722,test_unseen_obj_seen_act,,gpt-4-vision-preview,chain_of_thought0,sit_on++bench
5723,test_unseen_obj_seen_act,,gpt-4-vision-preview,chain_of_thought0,sit_on++bench
5724,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++bench
5725,test_unseen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,sit_on++bench
5726,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++bench
5727,test_unseen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,sit_on++bench
5728,test_unseen_obj_seen_act,,gpt-4-vision-preview,chain_of_thought0,sit_on++bench
5729,test_unseen_obj_seen_act,,gpt-4-vision-preview,chain_of_thought0,sit_on++bench
5730,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++bench
5731,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++bench
5732,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++chair
5733,test_unseen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,sit_on++chair
5734,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++chair
5735,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++chair
5736,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++chair
5737,test_unseen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,sit_on++chair
5738,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++chair
5739,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++chair
5740,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++chair
5741,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++chair
5742,test_unseen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,sit_on++couch
5743,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++couch
5744,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++couch
5745,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++couch
5746,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++couch
5747,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++couch
5748,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++couch
5749,test_unseen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,sit_on++couch
5750,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++couch
5751,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++couch
5752,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++motorcycle
5753,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++motorcycle
5754,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++motorcycle
5755,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,sit_on++motorcycle
5756,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++motorcycle
5757,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++motorcycle
5758,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++motorcycle
5759,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++motorcycle
5760,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,sit_on++motorcycle
5761,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++motorcycle
5762,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++skateboard
5763,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++skateboard
5764,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++skateboard
5765,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++skateboard
5766,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++skateboard
5767,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,sit_on++skateboard
5768,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++skateboard
5769,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++skateboard
5770,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++skateboard
5771,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++skateboard
5772,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++toilet
5773,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++toilet
5774,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on++toilet
5775,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,sit_on++toilet
5776,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on_with_multiple_person++bench
5777,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on_with_multiple_person++bench
5778,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on_with_multiple_person++bench
5779,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on_with_multiple_person++bench
5780,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on_with_multiple_person++bench
5781,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on_with_multiple_person++bench
5782,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on_with_multiple_person++bench
5783,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on_with_multiple_person++bench
5784,test_unseen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought0,sit_on_with_multiple_person++bench
5785,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,sit_on_with_multiple_person++bench
5786,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,smell++apple
5787,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,smell++apple
5788,test_unseen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought0,smell++apple
5789,test_unseen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought0,smell++apple
5790,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,spin++sports_ball
5791,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,spin++sports_ball
5792,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,squeeze++orange
5793,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,squeeze++orange
5794,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,squeeze++orange
5795,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,squeeze++orange
5796,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,stand_on++boat
5797,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,stand_on++boat
5798,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,stand_on++boat
5799,test_seen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought0,stand_on++boat
5800,test_seen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought0,stand_on++boat
5801,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,stand_on++boat
5802,test_seen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought0,stand_on++boat
5803,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,stand_on++boat
5804,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,stand_on++boat
5805,test_seen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought0,stand_on++boat
5806,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,stand_on++chair
5807,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,stand_on++chair
5808,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,stand_on++chair
5809,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,stand_on++chair
5810,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,stand_on++chair
5811,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,stand_on++chair
5812,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,stand_on++chair
5813,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,stand_on++chair
5814,test_unseen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought0,stand_on++chair
5815,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,stand_on++chair
5816,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,stand_under++umbrella
5817,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,stand_under++umbrella
